date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:50:19	26616/26616	---M--	200	added ('OK')	font/ttf	date:Wed,%2003%20Oct%202018%2015:30:12%20GMT	http://tavonline.net/html/mat/default/icon-fonts/web-design/Flaticon.ttf	D:/FAJRI/tavonline/tavonline.net/html/mat/default/icon-fonts/web-design/Flaticon.ttf	(from http://tavonline.net/html/mat/default/icon-fonts/web-design/flaticon.css)
11:50:19	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Dec%202018%2004:50:19%20GMT	http://tavonline.net/html/mat/default/load-more/about.html	D:/FAJRI/tavonline/tavonline.net/html/mat/default/load-more/about.html	(from http://tavonline.net/html/mat/default/load-more/portfolio.html)
11:50:20	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Dec%202018%2004:50:19%20GMT	http://tavonline.net/html/mat/default/load-more/images/works/work-07.jpg	D:/FAJRI/tavonline/tavonline.net/html/mat/default/load-more/images/works/work-07.jpg	(from http://tavonline.net/html/mat/default/load-more/portfolio.html)
11:50:20	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Dec%202018%2004:50:20%20GMT	http://tavonline.net/html/mat/default/load-more/images/works/work-08.jpg	D:/FAJRI/tavonline/tavonline.net/html/mat/default/load-more/images/works/work-08.jpg	(from http://tavonline.net/html/mat/default/load-more/portfolio.html)
11:50:21	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Dec%202018%2004:50:20%20GMT	http://tavonline.net/html/mat/default/load-more/images/works/work-09.jpg	D:/FAJRI/tavonline/tavonline.net/html/mat/default/load-more/images/works/work-09.jpg	(from http://tavonline.net/html/mat/default/load-more/portfolio.html)
11:50:21	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Dec%202018%2004:50:21%20GMT	http://tavonline.net/html/mat/default/blog-posts/favicon.ico	D:/FAJRI/tavonline/tavonline.net/html/mat/default/blog-posts/favicon.ico	(from http://tavonline.net/html/mat/default/blog-posts/blog-1.html)
11:50:22	165548/165548	---M--	200	added ('OK')	font/ttf	date:Wed,%2003%20Oct%202018%2015:31:48%20GMT	http://tavonline.net/html/mat/default/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/FAJRI/tavonline/tavonline.net/html/mat/default/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf	(from http://tavonline.net/html/mat/default/icon-fonts/font-awesome-4.7.0/css/font-awesome.min.css)
11:50:23	1859/1859	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Oct%202018%2015:28:40%20GMT	http://tavonline.net/html/mat/default/images/person.jpg	D:/FAJRI/tavonline/tavonline.net/html/mat/default/images/person.jpg	(from http://tavonline.net/html/mat/default/blog-posts/blog-1.html)
11:50:23	3849/3849	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Oct%202018%2015:28:48%20GMT	http://tavonline.net/html/mat/default/images/image.jpg	D:/FAJRI/tavonline/tavonline.net/html/mat/default/images/image.jpg	(from http://tavonline.net/html/mat/default/blog-posts/blog-1.html)
11:50:24	3303/3303	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2003%20Oct%202018%2015:28:52%20GMT	http://tavonline.net/html/mat/default/js/subpage-demo.js	D:/FAJRI/tavonline/tavonline.net/html/mat/default/js/subpage-demo.js	(from http://tavonline.net/html/mat/default/blog-posts/blog-1.html)
11:50:24	35792/35792	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Oct%202018%2015:29:06%20GMT	http://tavonline.net/html/mat/default/images/blogs/blog-1.jpg	D:/FAJRI/tavonline/tavonline.net/html/mat/default/images/blogs/blog-1.jpg	(from http://tavonline.net/html/mat/default/blog-posts/blog-1.html)
11:50:24	16165/16165	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2015:28:56%20GMT	http://tavonline.net/html/mat/default/blog-posts/blog-video-version.html	D:/FAJRI/tavonline/tavonline.net/html/mat/default/blog-posts/blog-video-version.html	(from http://tavonline.net/html/mat/default/index.html)
11:50:24	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Dec%202018%2004:50:24%20GMT	http://tavonline.net/html/mat/default/load-more/blog-posts/blog-1.html	D:/FAJRI/tavonline/tavonline.net/html/mat/default/load-more/blog-posts/blog-1.54.delayed	(from http://tavonline.net/html/mat/default/load-more/blog-posts.html)
11:50:25	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Dec%202018%2004:50:24%20GMT	http://tavonline.net/html/mat/default/load-more/images/blogs/blog-4.jpg	D:/FAJRI/tavonline/tavonline.net/html/mat/default/load-more/images/blogs/blog-4.jpg	(from http://tavonline.net/html/mat/default/load-more/blog-posts.html)
11:50:25	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Dec%202018%2004:50:25%20GMT	http://tavonline.net/html/mat/default/load-more/images/blogs/blog-5.jpg	D:/FAJRI/tavonline/tavonline.net/html/mat/default/load-more/images/blogs/blog-5.jpg	(from http://tavonline.net/html/mat/default/load-more/blog-posts.html)
11:50:25	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Dec%202018%2004:50:25%20GMT	http://tavonline.net/html/mat/default/load-more/images/blogs/blog-6.jpg	D:/FAJRI/tavonline/tavonline.net/html/mat/default/load-more/images/blogs/blog-6.jpg	(from http://tavonline.net/html/mat/default/load-more/blog-posts.html)
